location,Basel
lat,47.75000
lon,7.50000
asl,363.653
variable,Temperature
unit,°C
level,2 m elevation corrected
resolution,hourly
aggregation,None
timestamp,Basel Temperature [2 m elevation corrected]
20240930T0300,10.3102455
20240930T0400,10.450245
20240930T0500,10.690246
20240930T0600,10.960245
20240930T0700,11.990245
20240930T0800,13.930245
20240930T0900,16.340246
20240930T1000,17.970245
20240930T1100,19.060246
20240930T1200,19.370245
20240930T1300,19.020245
20240930T1400,19.100245
20240930T1500,19.150246
20240930T1600,18.340246
20240930T1700,16.930244
20240930T1800,15.770246
20240930T1900,15.750245
20240930T2000,15.760245
20240930T2100,15.800245
20240930T2200,15.400246
20240930T2300,15.450245
20241001T0000,15.380245
20241001T0100,15.130245
20241001T0200,14.860246
20241001T0300,14.740245
20241001T0400,14.450245
20241001T0500,14.220245
20241001T0600,14.140245
20241001T0700,14.320246
20241001T0800,14.930245
20241001T0900,15.500245
20241001T1000,16.100246
20241001T1100,15.890245
20241001T1200,15.490245
20241001T1300,14.910245
20241001T1400,14.220245
20241001T1500,13.430245
20241001T1600,13.020246
20241001T1700,12.750245
20241001T1800,12.610246
20241001T1900,12.570246
20241001T2000,12.510245
20241001T2100,12.530245
20241001T2200,12.570246
20241001T2300,12.600245
20241002T0000,12.650246
20241002T0100,12.510245
20241002T0200,12.420245
20241002T0300,12.240245
20241002T0400,11.990245
20241002T0500,11.550245
20241002T0600,11.210245
20241002T0700,11.640245
20241002T0800,12.290245
20241002T0900,12.930245
20241002T1000,13.410245
20241002T1100,13.430245
20241002T1200,13.5602455
20241002T1300,13.920245
20241002T1400,13.960245
20241002T1500,14.050245
20241002T1600,13.870245
20241002T1700,13.480246
20241002T1800,12.710245
20241002T1900,12.130245
20241002T2000,11.850245
20241002T2100,11.580245
20241002T2200,11.030245
20241002T2300,10.000245
20241003T0000,9.870245
20241003T0100,9.570246
20241003T0200,9.320246
20241003T0300,9.300245
20241003T0400,8.980246
20241003T0500,8.690246
20241003T0600,9.150246
20241003T0700,10.100245
20241003T0800,11.220245
20241003T0900,12.230246
20241003T1000,12.650246
20241003T1100,12.770246
20241003T1200,12.990245
20241003T1300,12.640245
20241003T1400,12.260245
20241003T1500,12.150246
20241003T1600,11.750245
20241003T1700,11.330245
20241003T1800,11.040245
20241003T1900,10.820246
20241003T2000,10.480246
20241003T2100,10.290245
20241003T2200,10.230246
20241003T2300,10.260245
20241004T0000,10.170245
20241004T0100,9.980246
20241004T0200,9.880245
20241004T0300,9.820246
20241004T0400,9.650246
20241004T0500,9.600245
20241004T0600,9.500245
20241004T0700,9.750245
20241004T0800,10.450245
20241004T0900,11.200245
20241004T1000,12.220245
20241004T1100,12.650246
20241004T1200,12.940246
20241004T1300,13.040245
20241004T1400,12.990245
20241004T1500,12.890245
20241004T1600,12.280245
20241004T1700,11.510245
20241004T1800,11.040245
20241004T1900,10.570246
20241004T2000,10.190246
20241004T2100,10.0602455
20241004T2200,9.750245
20241004T2300,9.470245
20241005T0000,9.110246
20241005T0100,8.870245
20241005T0200,9.070246
20241005T0300,8.700245
20241005T0400,8.760245
20241005T0500,8.710245
20241005T0600,8.570246
20241005T0700,9.330245
20241005T0800,10.340245
20241005T0900,11.480246
20241005T1000,12.290245
20241005T1100,13.280245
20241005T1200,13.860246
20241005T1300,14.150246
20241005T1400,14.160245
20241005T1500,13.940246
20241005T1600,13.340245
20241005T1700,10.860246
20241005T1800,9.080245
20241005T1900,8.740245
20241005T2000,8.480246
20241005T2100,6.7002454
20241005T2200,6.0502453
20241005T2300,5.8402452
20241006T0000,5.5802455
20241006T0100,5.8102455
20241006T0200,5.8402452
20241006T0300,5.7402453
20241006T0400,5.940245
20241006T0500,6.0702453
20241006T0600,6.2602453
20241006T0700,7.610245
20241006T0800,8.620245
20241006T0900,9.780245
20241006T1000,11.410245
20241006T1100,12.330245
20241006T1200,14.220245
20241006T1300,15.680245
20241006T1400,16.510246
20241006T1500,16.010246
20241006T1600,15.030245
20241006T1700,14.0602455
20241006T1800,13.510245
20241006T1900,12.900246
20241006T2000,12.720245
20241006T2100,12.650246
20241006T2200,12.390245
20241006T2300,12.460245
20241007T0000,12.350245
20241007T0100,12.220245
20241007T0200,12.410245
20241007T0300,12.450245
20241007T0400,12.150246
20241007T0500,12.420245
20241007T0600,12.730246
20241007T0700,13.470245
20241007T0800,14.750245
20241007T0900,15.990245
20241007T1000,17.100245
20241007T1100,18.090246
20241007T1200,19.020245
20241007T1300,19.040245
20241007T1400,18.710245
20241007T1500,18.270245
20241007T1600,17.610245
20241007T1700,17.240246
20241007T1800,16.830246
20241007T1900,16.580246
20241007T2000,16.310246
20241007T2100,16.050245
20241007T2200,15.500245
20241007T2300,15.510245
20241008T0000,15.140245
20241008T0100,14.710245
20241008T0200,14.290245
20241008T0300,14.210245
20241008T0400,14.100245
20241008T0500,14.090245
20241008T0600,14.0602455
20241008T0700,14.150246
20241008T0800,14.430245
20241008T0900,14.630245
20241008T1000,15.030245
20241008T1100,14.770246
20241008T1200,14.600245
20241008T1300,14.490245
20241008T1400,14.900246
20241008T1500,15.110246
20241008T1600,14.790245
20241008T1700,14.110246
20241008T1800,13.480246
20241008T1900,13.110246
20241008T2000,12.790245
20241008T2100,12.330245
20241008T2200,11.930245
20241008T2300,11.440246
20241009T0000,11.100245
20241009T0100,10.690246
20241009T0200,10.280245
20241009T0300,10.010245
20241009T0400,9.750245
20241009T0500,9.670245
20241009T0600,10.050245
20241009T0700,11.290245
20241009T0800,12.940246
20241009T0900,14.290245
20241009T1000,15.630245
20241009T1100,17.000246
20241009T1200,17.600245
20241009T1300,17.770245
20241009T1400,18.030245
20241009T1500,17.760244
20241009T1600,17.240246
20241009T1700,15.600245
20241009T1800,15.470245
20241009T1900,15.630245
20241009T2000,16.300245
20241009T2100,17.110245
20241009T2200,17.450245
20241009T2300,18.170246
20241010T0000,18.660246
20241010T0100,18.180244
20241010T0200,16.240246
20241010T0300,14.390245
20241010T0400,13.900246
20241010T0500,13.520246
20241010T0600,13.180245
20241010T0700,13.570246
20241010T0800,14.150246
20241010T0900,14.750245
20241010T1000,15.110246
20241010T1100,15.230246
20241010T1200,15.730246
20241010T1300,15.600245
20241010T1400,15.770246
20241010T1500,15.260245
20241010T1600,14.510245
20241010T1700,13.780245
20241010T1800,13.390245
20241010T1900,13.000245
20241010T2000,12.720245
20241010T2100,12.380245
20241010T2200,11.800245
20241010T2300,11.720245
20241011T0000,11.640245
20241011T0100,11.580245
20241011T0200,11.460245
20241011T0300,11.160245
20241011T0400,11.010245
20241011T0500,10.850245
20241011T0600,10.680245
20241011T0700,11.130245
20241011T0800,11.990245
20241011T0900,12.870245
20241011T1000,13.550245
20241011T1100,13.890245
20241011T1200,14.400246
20241011T1300,14.540245
20241011T1400,14.540245
20241011T1500,14.050245
20241011T1600,13.010245
20241011T1700,10.940246
20241011T1800,9.870245
20241011T1900,8.840245
20241011T2000,7.8302455
20241011T2100,7.0702453
20241011T2200,6.5102453
20241011T2300,5.9502454
20241012T0000,5.5702453
20241012T0100,5.3702455
20241012T0200,5.190245
20241012T0300,4.920245
20241012T0400,5.400245
20241012T0500,5.650245
20241012T0600,5.8202453
20241012T0700,6.630245
20241012T0800,8.230246
20241012T0900,9.480246
20241012T1000,11.120245
20241012T1100,12.610246
20241012T1200,13.640245
20241012T1300,14.640245
20241012T1400,14.340245
20241012T1500,13.640245
20241012T1600,13.360246
20241012T1700,12.820246
20241012T1800,12.400246
20241012T1900,12.620245
20241012T2000,12.870245
20241012T2100,13.160245
20241012T2200,13.250245
20241012T2300,13.690246
20241013T0000,14.260245
20241013T0100,14.840245
20241013T0200,15.010245
20241013T0300,15.140245
20241013T0400,15.320246
20241013T0500,15.240245
20241013T0600,15.040245
20241013T0700,14.990245
20241013T0800,15.280245
20241013T0900,15.610246
20241013T1000,15.090245
20241013T1100,15.390245
20241013T1200,15.590245
20241013T1300,15.940246
20241013T1400,16.170246
20241013T1500,15.890245
20241013T1600,15.160245
20241013T1700,13.820246
20241013T1800,11.770246
20241013T1900,10.870245
20241013T2000,10.290245
20241013T2100,9.480246
20241013T2200,9.290245
20241013T2300,9.680245
20241014T0000,9.840245
20241014T0100,9.740245
20241014T0200,9.620245
20241014T0300,9.900246
20241014T0400,10.100245
20241014T0500,10.140245
20241014T0600,10.540245
20241014T0700,10.850245
20241014T0800,11.750245
20241014T0900,13.410245
20241014T1000,15.630245
20241014T1100,17.750246
20241014T1200,19.250246
20241014T1300,19.870245
20241014T1400,20.410246
20241014T1500,20.450245
20241014T1600,19.620245
20241014T1700,16.910246
20241014T1800,16.190247
20241014T1900,15.870245
20241014T2000,15.550245
20241014T2100,14.930245
20241014T2200,14.490245
20241014T2300,13.920245
20241015T0000,13.510245
20241015T0100,13.120245
20241015T0200,13.070246
20241015T0300,13.070246
20241015T0400,12.940246
20241015T0500,12.870245
20241015T0600,12.720245
20241015T0700,13.240245
20241015T0800,14.040245
20241015T0900,14.950245
20241015T1000,15.210245
20241015T1100,15.780245
20241015T1200,15.710245
20241015T1300,15.390245
20241015T1400,15.370245
20241015T1500,15.420245
20241015T1600,15.420245
20241015T1700,14.880245
20241015T1800,14.480246
20241015T1900,14.080245
20241015T2000,13.660245
20241015T2100,13.240245
20241015T2200,12.830245
20241015T2300,12.490245
20241016T0000,12.170245
20241016T0100,12.090245
20241016T0200,11.850245
20241016T0300,11.660245
20241016T0400,11.690246
20241016T0500,11.8102455
20241016T0600,11.710245
20241016T0700,12.360246
20241016T0800,12.850245
20241016T0900,13.490245
20241016T1000,14.030245
20241016T1100,15.220245
20241016T1200,16.460245
20241016T1300,17.130245
20241016T1400,17.720245
20241016T1500,17.390245
20241016T1600,16.240246
20241016T1700,14.860246
20241016T1800,14.300245
20241016T1900,14.010245
20241016T2000,14.110246
20241016T2100,13.940246
20241016T2200,13.8102455
20241016T2300,13.880245
20241017T0000,14.140245
20241017T0100,14.000245
20241017T0200,13.850245
20241017T0300,13.8102455
20241017T0400,13.730246
20241017T0500,13.600245
20241017T0600,13.500245
20241017T0700,13.780245
20241017T0800,14.690246
20241017T0900,15.930245
20241017T1000,18.540245
20241017T1100,20.060246
20241017T1200,20.770245
20241017T1300,20.920246
20241017T1400,20.730246
20241017T1500,20.480246
20241017T1600,19.170246
20241017T1700,17.510244
20241017T1800,16.800245
20241017T1900,15.0602455
20241017T2000,14.100245
20241017T2100,13.600245
20241017T2200,13.340245
20241017T2300,13.140245
20241018T0000,12.860246
20241018T0100,12.790245
20241018T0200,13.130245
20241018T0300,13.650246
20241018T0400,14.140245
20241018T0500,14.460245
20241018T0600,14.490245
20241018T0700,14.730246
20241018T0800,15.160245
20241018T0900,15.660245
20241018T1000,16.900246
20241018T1100,17.660246
20241018T1200,17.410246
20241018T1300,17.420246
20241018T1400,17.310246
20241018T1500,16.790245
20241018T1600,16.090246
20241018T1700,15.0602455
20241018T1800,14.470245
20241018T1900,13.870245
20241018T2000,13.420245
20241018T2100,13.170245
20241018T2200,12.300245
20241018T2300,12.050245
20241019T0000,11.820246
20241019T0100,11.670245
20241019T0200,11.350245
20241019T0300,11.0602455
20241019T0400,10.750245
20241019T0500,10.760245
20241019T0600,11.320246
20241019T0700,11.920245
20241019T0800,12.880245
20241019T0900,14.050245
20241019T1000,14.950245
20241019T1100,16.000246
20241019T1200,16.490246
20241019T1300,16.840246
20241019T1400,17.430244
20241019T1500,17.270245
20241019T1600,16.500246
20241019T1700,14.5602455
20241019T1800,13.270246
20241019T1900,12.460245
20241019T2000,11.830245
20241019T2100,10.930245
20241019T2200,11.270246
20241019T2300,10.400246
20241020T0000,10.0602455
20241020T0100,9.870245
20241020T0200,9.970245
20241020T0300,9.970245
20241020T0400,10.320246
20241020T0500,10.030245
20241020T0600,10.300245
20241020T0700,10.860246
20241020T0800,11.650246
20241020T0900,13.210245
20241020T1000,14.120245
20241020T1100,15.450245
20241020T1200,16.380245
20241020T1300,17.000246
20241020T1400,17.860245
20241020T1500,17.790245
20241020T1600,16.420246
20241020T1700,13.250245
20241020T1800,12.190246
20241020T1900,11.370245
20241020T2000,10.790245
20241020T2100,10.480246
20241020T2200,10.320246
20241020T2300,10.330245
20241021T0000,9.900246
20241021T0100,9.900246
20241021T0200,9.870245
20241021T0300,9.770246
20241021T0400,9.680245
20241021T0500,9.730246
20241021T0600,9.710245
20241021T0700,10.790245
20241021T0800,12.930245
20241021T0900,14.960245
20241021T1000,17.100245
20241021T1100,18.930244
20241021T1200,20.200245
20241021T1300,21.080246
20241021T1400,21.740246
20241021T1500,21.250246
20241021T1600,19.230246
20241021T1700,15.930245
20241021T1800,13.420245
20241021T1900,12.850245
20241021T2000,12.470245
20241021T2100,12.480246
20241021T2200,12.480246
20241021T2300,12.950245
20241022T0000,13.940246
20241022T0100,15.210245
20241022T0200,15.720245
20241022T0300,15.720245
20241022T0400,15.670245
20241022T0500,15.640245
20241022T0600,15.460245
20241022T0700,15.950245
20241022T0800,16.550245
20241022T0900,17.010244
20241022T1000,17.380245
20241022T1100,17.560246
20241022T1200,17.450245
20241022T1300,17.300245
20241022T1400,16.960245
20241022T1500,16.340246
20241022T1600,15.860246
20241022T1700,15.100245
20241022T1800,14.870245
20241022T1900,14.580245
20241022T2000,14.040245
20241022T2100,13.770246
20241022T2200,13.700245
20241022T2300,13.370245
20241023T0000,13.020246
20241023T0100,12.740245
20241023T0200,12.200245
20241023T0300,11.760245
20241023T0400,11.600245
20241023T0500,11.240245
20241023T0600,11.040245
20241023T0700,10.970245
20241023T0800,11.380245
20241023T0900,12.040245
20241023T1000,13.3102455
20241023T1100,14.490245
20241023T1200,15.070246
20241023T1300,15.720245
20241023T1400,15.900246
20241023T1500,15.640245
20241023T1600,14.490245
20241023T1700,13.280245
20241023T1800,12.800245
20241023T1900,12.230246
20241023T2000,11.990245
20241023T2100,11.420245
20241023T2200,11.330245
20241023T2300,11.020246
20241024T0000,11.370245
20241024T0100,11.190246
20241024T0200,10.950245
20241024T0300,11.070246
20241024T0400,11.250245
20241024T0500,11.220245
20241024T0600,11.190246
20241024T0700,11.840245
20241024T0800,12.610246
20241024T0900,13.740245
20241024T1000,15.350245
20241024T1100,16.370245
20241024T1200,17.170246
20241024T1300,17.620245
20241024T1400,17.200245
20241024T1500,16.300245
20241024T1600,15.220245
20241024T1700,14.230246
20241024T1800,13.430245
20241024T1900,13.300245
20241024T2000,13.080245
20241024T2100,12.660245
20241024T2200,12.890245
20241024T2300,12.760245
20241025T0000,12.700245
20241025T0100,12.370245
20241025T0200,12.230246
20241025T0300,12.270246
20241025T0400,12.420245
20241025T0500,12.380245
20241025T0600,12.0602455
20241025T0700,12.040245
20241025T0800,13.130245
20241025T0900,14.600245
20241025T1000,16.030245
20241025T1100,17.360245
20241025T1200,18.230246
20241025T1300,18.840246
20241025T1400,18.960245
20241025T1500,18.490246
20241025T1600,17.380245
20241025T1700,16.180246
20241025T1800,13.290245
20241025T1900,11.950245
20241025T2000,11.450245
20241025T2100,11.100245
20241025T2200,11.210245
20241025T2300,11.020246
20241026T0000,10.730246
20241026T0100,10.320246
20241026T0200,9.530245
20241026T0300,9.320246
20241026T0400,9.450245
20241026T0500,9.550245
20241026T0600,9.720245
20241026T0700,9.780245
20241026T0800,10.3102455
20241026T0900,11.240245
20241026T1000,12.500245
20241026T1100,13.080245
20241026T1200,13.770246
20241026T1300,14.090245
20241026T1400,14.270246
20241026T1500,13.800245
20241026T1600,13.700245
20241026T1700,13.250245
20241026T1800,13.140245
20241026T1900,11.280245
20241026T2000,11.030245
20241026T2100,10.660245
20241026T2200,11.010245
20241026T2300,10.480246
20241027T0000,10.000245
20241027T0100,9.520246
20241027T0200,9.600245
20241027T0300,9.700245
20241027T0400,9.990245
20241027T0500,10.450245
20241027T0600,10.650246
20241027T0700,11.230246
20241027T0800,12.430245
20241027T0900,14.090245
20241027T1000,15.950245
20241027T1100,17.690245
20241027T1200,18.850245
20241027T1300,19.680244
20241027T1400,20.060246
20241027T1500,19.580246
20241027T1600,17.880245
20241027T1700,15.260245
20241027T1800,14.120245
20241027T1900,12.430245
20241027T2000,11.250245
20241027T2100,10.3102455
20241027T2200,10.170245
20241027T2300,9.620245
20241028T0000,9.490245
20241028T0100,9.380245
20241028T0200,9.030245
20241028T0300,8.600245
20241028T0400,8.640245
20241028T0500,8.330246
20241028T0600,8.190246
20241028T0700,9.100245
20241028T0800,11.550245
20241028T0900,13.890245
20241028T1000,16.080246
20241028T1100,17.750246
20241028T1200,18.950245
20241028T1300,19.640245
20241028T1400,20.040245
20241028T1500,19.760244
20241028T1600,17.160246
20241028T1700,15.010245
20241028T1800,12.390245
20241028T1900,11.220245
20241028T2000,10.820246
20241028T2100,10.320246
20241028T2200,10.070246
20241028T2300,9.690246
20241029T0000,9.530245
20241029T0100,9.350245
20241029T0200,9.580245
20241029T0300,9.400246
20241029T0400,9.130245
20241029T0500,8.870245
20241029T0600,8.750245
20241029T0700,9.020246
20241029T0800,10.980246
20241029T0900,13.120245
20241029T1000,15.400246
20241029T1100,16.950245
20241029T1200,18.180244
20241029T1300,18.750246
20241029T1400,18.950245
20241029T1500,18.410246
20241029T1600,16.320246
20241029T1700,14.220245
20241029T1800,12.920245
20241029T1900,11.110246
20241029T2000,10.000245
20241029T2100,9.540245
20241029T2200,9.420245
20241029T2300,9.260245
20241030T0000,8.950245
20241030T0100,8.700245
20241030T0200,8.770246
20241030T0300,8.640245
20241030T0400,8.340245
20241030T0500,8.470245
20241030T0600,8.600245
20241030T0700,8.850245
20241030T0800,9.760245
20241030T0900,11.040245
20241030T1000,12.790245
20241030T1100,13.480246
20241030T1200,14.0602455
20241030T1300,14.420245
20241030T1400,14.360246
20241030T1500,13.780245
20241030T1600,11.510245
20241030T1700,10.910245
20241030T1800,10.8102455
20241030T1900,10.690246
20241030T2000,10.280245
20241030T2100,9.690246
20241030T2200,9.840245
20241030T2300,9.360246
20241031T0000,8.940246
20241031T0100,8.980246
20241031T0200,9.510245
20241031T0300,9.610246
20241031T0400,9.700245
20241031T0500,9.800245
20241031T0600,9.820246
20241031T0700,9.890245
20241031T0800,10.110246
20241031T0900,10.540245
20241031T1000,11.230246
20241031T1100,11.640245
20241031T1200,12.040245
20241031T1300,12.450245
20241031T1400,12.650246
20241031T1500,12.420245
20241031T1600,12.150246
20241031T1700,12.400246
20241031T1800,10.620245
20241031T1900,9.650246
20241031T2000,9.760245
20241031T2100,9.430245
20241031T2200,9.420245
20241031T2300,8.970245
20241101T0000,8.760245
20241101T0100,8.390245
20241101T0200,8.290245
20241101T0300,7.8902454
20241101T0400,7.690245
20241101T0500,7.4302454
20241101T0600,6.9702454
20241101T0700,7.0902452
20241101T0800,8.300245
20241101T0900,9.610246
20241101T1000,11.070246
20241101T1100,12.8102455
20241101T1200,14.610246
20241101T1300,16.040245
20241101T1400,16.470245
20241101T1500,16.050245
20241101T1600,14.290245
20241101T1700,11.500245
20241101T1800,8.970245
20241101T1900,8.350245
20241101T2000,7.960245
20241101T2100,7.670245
20241101T2200,7.500245
20241101T2300,6.9702454
20241102T0000,7.3902454
20241102T0100,8.130245
20241102T0200,8.390245
20241102T0300,8.110246
20241102T0400,7.130245
20241102T0500,6.520245
20241102T0600,6.8902454
20241102T0700,7.000245
20241102T0800,7.3202453
20241102T0900,8.020246
20241102T1000,8.800245
20241102T1100,9.370245
20241102T1200,9.980246
20241102T1300,10.350245
20241102T1400,10.420245
20241102T1500,10.220245
20241102T1600,8.910245
20241102T1700,8.730246
20241102T1800,9.150246
20241102T1900,9.080245
20241102T2000,8.320246
20241102T2100,7.860245
20241102T2200,8.090245
20241102T2300,8.130245
20241103T0000,8.270246
20241103T0100,8.220245
20241103T0200,8.370246
20241103T0300,8.330246
20241103T0400,8.450246
20241103T0500,8.350245
20241103T0600,8.490246
20241103T0700,8.080246
20241103T0800,8.920245
20241103T0900,9.330245
20241103T1000,9.860246
20241103T1100,10.710245
20241103T1200,11.540245
20241103T1300,12.260245
20241103T1400,12.610246
20241103T1500,11.980246
20241103T1600,11.750245
20241103T1700,9.910245
20241103T1800,7.6002455
20241103T1900,6.290245
20241103T2000,5.7602453
20241103T2100,5.3202453
20241103T2200,5.610245
20241103T2300,5.1202455
20241104T0000,4.6002455
20241104T0100,4.3002453
20241104T0200,4.0102453
20241104T0300,3.9602456
20241104T0400,4.0902452
20241104T0500,4.3502455
20241104T0600,4.5702453
20241104T0700,4.880245
20241104T0800,6.0702453
20241104T0900,7.4902453
20241104T1000,7.710245
20241104T1100,8.500245
20241104T1200,9.260245
20241104T1300,9.930245
20241104T1400,10.180245
20241104T1500,9.480246
20241104T1600,9.970245
20241104T1700,8.710245
20241104T1800,6.2802453
20241104T1900,6.230245
20241104T2000,6.130245
20241104T2100,6.0602455
20241104T2200,5.9502454
20241104T2300,5.6402454
20241105T0000,5.650245
20241105T0100,5.7002454
20241105T0200,5.4702454
20241105T0300,5.3902454
20241105T0400,5.250245
20241105T0500,5.3302455
20241105T0600,5.3202453
20241105T0700,5.730245
20241105T0800,7.1802454
20241105T0900,9.230246
20241105T1000,10.650246
20241105T1100,12.550245
20241105T1200,14.240245
20241105T1300,15.250245
20241105T1400,15.670245
20241105T1500,15.040245
20241105T1600,13.330245
20241105T1700,9.650246
20241105T1800,8.240246
20241105T1900,8.050245
20241105T2000,7.730245
20241105T2100,7.5502453
20241105T2200,7.5302453
20241105T2300,7.500245
20241106T0000,7.3102455
20241106T0100,7.210245
20241106T0200,7.400245
20241106T0300,7.6602454
20241106T0400,7.6802454
20241106T0500,8.010245
20241106T0600,7.8702455
20241106T0700,8.250245
20241106T0800,9.270246
20241106T0900,10.900246
20241106T1000,12.340245
20241106T1100,13.500245
20241106T1200,14.230246
20241106T1300,14.610246
20241106T1400,14.620245
20241106T1500,14.260245
20241106T1600,12.830245
20241106T1700,11.270246
20241106T1800,10.8102455
20241106T1900,10.170245
20241106T2000,9.570246
20241106T2100,9.0602455
20241106T2200,8.840245
20241106T2300,8.620245
20241107T0000,8.470245
20241107T0100,7.880245
20241107T0200,8.140245
20241107T0300,8.170245
20241107T0400,8.130245
20241107T0500,7.980245
20241107T0600,7.790245
20241107T0700,7.9102454
20241107T0800,8.0602455
20241107T0900,8.250245
20241107T1000,8.570246
20241107T1100,8.880245
20241107T1200,8.960245
20241107T1300,9.210245
20241107T1400,9.330245
20241107T1500,9.370245
20241107T1600,9.660245
20241107T1700,9.510245
20241107T1800,8.910245
20241107T1900,7.790245
20241107T2000,7.110245
20241107T2100,7.1802454
20241107T2200,7.690245
20241107T2300,7.5602455
20241108T0000,7.7402453
20241108T0100,7.690245
20241108T0200,7.8102455
20241108T0300,8.220245
20241108T0400,8.300245
20241108T0500,8.280246
20241108T0600,8.340245
20241108T0700,8.370246
20241108T0800,8.320246
20241108T0900,8.420245
20241108T1000,9.350245
20241108T1100,10.010245
20241108T1200,10.340245
20241108T1300,10.830245
20241108T1400,11.010245
20241108T1500,11.110246
20241108T1600,11.670245
20241108T1700,9.920245
20241108T1800,8.110246
20241108T1900,8.050245
20241108T2000,8.260245
20241108T2100,8.280246
20241108T2200,8.670245
20241108T2300,8.500245
20241109T0000,8.070246
20241109T0100,7.860245
20241109T0200,7.8202453
20241109T0300,7.460245
20241109T0400,7.110245
20241109T0500,6.940245
20241109T0600,6.790245
20241109T0700,6.750245
20241109T0800,7.5702453
20241109T0900,8.8102455
20241109T1000,10.070246
20241109T1100,11.270246
20241109T1200,11.960245
20241109T1300,12.320246
20241109T1400,12.100245
20241109T1500,11.800245
20241109T1600,11.250245
20241109T1700,10.200245
20241109T1800,8.980246
20241109T1900,7.610245
20241109T2000,7.0102453
20241109T2100,6.7002454
20241109T2200,7.1202455
20241109T2300,6.880245
20241110T0000,6.4302454
20241110T0100,6.0102453
20241110T0200,5.690245
20241110T0300,5.5602455
20241110T0400,5.5502453
20241110T0500,5.3902454
20241110T0600,5.3202453
20241110T0700,5.6202455
20241110T0800,6.250245
20241110T0900,6.8502455
20241110T1000,7.0502453
20241110T1100,7.7202454
20241110T1200,8.080246
20241110T1300,8.350245
20241110T1400,8.490246
20241110T1500,8.240246
20241110T1600,6.8402452
20241110T1700,6.9502454
20241110T1800,7.540245
20241110T1900,7.480245
20241110T2000,7.0602455
20241110T2100,6.710245
20241110T2200,6.0302453
20241110T2300,5.690245
20241111T0000,5.190245
20241111T0100,5.0102453
20241111T0200,5.130245
20241111T0300,5.170245
20241111T0400,5.0802455
20241111T0500,5.0302453
20241111T0600,4.8202453
20241111T0700,4.610245
20241111T0800,4.5602455
20241111T0900,4.8402452
20241111T1000,5.7802453
20241111T1100,6.480245
20241111T1200,7.2602453
20241111T1300,7.5802455
20241111T1400,7.7002454
20241111T1500,7.5902452
20241111T1600,7.170245
20241111T1700,7.110245
20241111T1800,7.6602454
20241111T1900,7.6202455
20241111T2000,7.4502454
20241111T2100,7.0302453
20241111T2200,6.5702453
20241111T2300,5.9302454
20241112T0000,5.690245
20241112T0100,5.730245
20241112T0200,5.3502455
20241112T0300,5.420245
20241112T0400,5.3302455
20241112T0500,5.270245
20241112T0600,5.2402453
20241112T0700,5.5702453
20241112T0800,6.2402453
20241112T0900,6.960245
20241112T1000,7.4702454
20241112T1100,7.770245
20241112T1200,8.140245
20241112T1300,8.350245
20241112T1400,8.470245
20241112T1500,8.3102455
20241112T1600,7.9702454
20241112T1700,7.8402452
20241112T1800,7.5802455
20241112T1900,6.9902453
20241112T2000,6.3102455
20241112T2100,5.690245
20241112T2200,5.8902454
20241112T2300,5.3402452
20241113T0000,5.2202454
20241113T0100,5.3102455
20241113T0200,4.770245
20241113T0300,4.3502455
20241113T0400,4.3102455
20241113T0500,4.2002454
20241113T0600,4.0402455
20241113T0700,4.630245
20241113T0800,4.690245
20241113T0900,4.9902453
20241113T1000,5.400245
20241113T1100,5.610245
20241113T1200,5.7002454
20241113T1300,5.790245
20241113T1400,5.6802454
20241113T1500,5.290245
20241113T1600,5.020245
20241113T1700,4.9902453
20241113T1800,4.8202453
20241113T1900,4.5102453
20241113T2000,3.9602456
20241113T2100,3.1302452
20241113T2200,2.8702455
20241113T2300,2.8302455
20241114T0000,2.9302454
20241114T0100,2.4802454
20241114T0200,1.9302454
20241114T0300,1.6602454
20241114T0400,1.5802454
20241114T0500,1.5602454
20241114T0600,1.8802454
20241114T0700,2.3202453
20241114T0800,3.3702455
20241114T0900,4.3702455
20241114T1000,5.2002454
20241114T1100,6.210245
20241114T1200,7.270245
20241114T1300,7.6002455
20241114T1400,7.8402452
20241114T1500,7.650245
20241114T1600,6.3402452
20241114T1700,6.460245
20241114T1800,6.3402452
20241114T1900,5.960245
20241114T2000,5.380245
20241114T2100,4.7002454
20241114T2200,4.420245
20241114T2300,4.750245
20241115T0000,5.400245
20241115T0100,4.770245
20241115T0200,3.9402456
20241115T0300,3.3702455
20241115T0400,2.9302454
20241115T0500,2.7702456
20241115T0600,3.4102454
20241115T0700,3.7402453
20241115T0800,4.0902452
20241115T0900,5.860245
20241115T1000,7.290245
20241115T1100,8.350245
20241115T1200,9.340245
20241115T1300,9.860246
20241115T1400,9.850245
20241115T1500,9.000245
20241115T1600,6.9302454
20241115T1700,6.8502455
20241115T1800,6.500245
20241115T1900,5.630245
20241115T2000,3.2002454
20241115T2100,2.2202454
20241115T2200,1.9302454
20241115T2300,1.5802454
20241116T0000,1.5702454
20241116T0100,1.2902454
20241116T0200,0.8502454
20241116T0300,0.6802454
20241116T0400,0.5102454
20241116T0500,0.6102454
20241116T0600,0.5502454
20241116T0700,0.7002454
20241116T0800,1.2002454
20241116T0900,2.3402452
20241116T1000,4.3002453
20241116T1100,5.8702455
20241116T1200,6.8702455
20241116T1300,7.790245
20241116T1400,7.8502455
20241116T1500,6.610245
20241116T1600,3.9002452
